postId,slug,previewImage,title,creatorId,collectionId,upvotes,views,reads,createdAt,firstPublishedAt,visibility,firstPublishedAtBucket,readingTime,syndicatedViews,claps,updateNotificationSubscribers,isSeries,internalReferrerViews,friendsLinkViews,primaryTopic,type
79b9960a7ce2,new-security-enhancements-for-revoking-access-tokens,"{'id': '1*3KFP2YrWCfvAmGcW8M0lCQ.png', 'originalWidth': 1342, 'originalHeight': 694}",New Security Enhancements for Revoking Access Tokens,7d391ec318be,a995c24848a3,3,416,242,1567183661329,1568833311519,0,2019,2,31,7,0,False,130,0,,PostStat
fe7874624430,upcoming-webinar-building-mobile-first-experiences-on-box-platform,"{'id': '1*CeyJ8zavMaSihlpSZ0uZyA.png', 'originalWidth': 1500, 'originalHeight': 470, 'isFeatured': True}",Upcoming Webinar: Building Mobile-First Experiences on Box Platform,7d391ec318be,a995c24848a3,0,175,115,1568044594837,1568047705588,0,2019,1,12,0,0,False,69,0,,PostStat
1c74066e1c53,working-towards-better-sandboxes-for-box-developers,"{'id': '1*9nmsioSFXRPs3seABzh5CA.png', 'originalWidth': 2786, 'originalHeight': 1352, 'isFeatured': True, 'alt': 'Box console showing the root folder and a badge in the bottom left corner that says test sandbox beta'}",Working towards better sandboxes for Box developers,de72526d8c6f,a995c24848a3,2,294,230,1563391753104,1563556562424,0,2019,1,11,3,0,False,171,0,,PostStat
f7e5b24d24b1,upcoming-webinar-intro-to-box-apis-july-18-2019-11am-pt,"{'id': '1*AADv0NQqlruY6787Foxq_A.png', 'originalWidth': 1500, 'originalHeight': 470, 'isFeatured': True}","Upcoming Webinar: Intro to Box APIs (July 18, 2019 @ 11am PT)",7d391ec318be,a995c24848a3,2,203,134,1562971959868,1563207942249,0,2019,1,15,34,0,False,153,0,,PostStat
ecb37ce9c565,join-our-beta-for-the-new-box-ios-sdk,"{'id': '1*SAqsJPjUeajwm3uUfCCfNg.png', 'originalWidth': 1024, 'originalHeight': 742, 'isFeatured': True}",Join our Beta for the new Box iOS SDK,7d391ec318be,a995c24848a3,0,337,247,1559083240880,1559236743438,0,2019,1,13,0,0,False,94,0,,PostStat
2824b64d7796,box-platform-collision-toronto-next-week,"{'id': '1*629Gvk9e8nFkjpts8ar40w.png', 'originalWidth': 800, 'originalHeight': 268, 'isFeatured': True}",Box Platform @ Collision Toronto Next Week,7d391ec318be,a995c24848a3,0,49,32,1558038755325,1558121546153,0,2019,2,11,0,0,False,25,0,,PostStat
c420ae57b058,diligen-and-box-skills-ai-powered-contract-review,"{'id': '1*swEa4PxLrngVIuR5oyq1yg.png', 'originalWidth': 975, 'originalHeight': 479, 'isFeatured': True}",Diligen and Box Skills: AI-Powered Contract Review,7e4cb8ebf639,a995c24848a3,4,1392,790,1556309467850,1557244873419,0,2019,3,7,9,0,False,115,2,,PostStat
9dd7c64e4066,announcing-the-new-box-developer-api-docs,"{'id': '1*jtUuPDYreqEDyYlPTHoiXg.png', 'originalWidth': 2824, 'originalHeight': 1238, 'isFeatured': True}",Announcing the New Box Developer API Docs,7e4cb8ebf639,a995c24848a3,4,1582,964,1556743488793,1556813160966,0,2019,2,15,5,0,False,250,13,,PostStat
be01655db851,optimizing-your-workflow-with-box-skills-and-google-cloud-ai,"{'id': '1*0wuKU82uHtN0X_odI6oc0Q.png', 'isFeatured': True}",Optimizing your workflow with Box Skills and Google  Cloud AI,7e4cb8ebf639,a995c24848a3,3,287,203,1554930130622,1555430461100,0,2019,1,12,3,0,False,125,1,,PostStat
f8d2adaff7f5,processing-and-extracting-form-data-with-box-skills-google-document-understanding-ai,"{'id': '1*RbnTQ-tKSM9NjRqYqNcqmw.png', 'originalWidth': 1367, 'originalHeight': 746, 'isFeatured': True}",Processing and Extracting Form Data with Box Skills & Google Document Understanding AI,7e4cb8ebf639,a995c24848a3,15,5844,3377,1554837975382,1554912739316,0,2019,5,16,48,0,False,480,6,,PostStat
c74dfb49fdeb,unlocking-document-intelligence-in-capital-markets-with-box-skills-and-alkymi,"{'id': '1*hJLi2eEqiMn1pIHILYONyQ.png', 'originalWidth': 800, 'originalHeight': 342, 'isFeatured': True}",Unlocking Document Intelligence In Capital Markets with Box Skills and Alkymi,7e4cb8ebf639,a995c24848a3,7,419,241,1554153588897,1554309567896,0,2019,3,10,53,0,False,160,10,,PostStat
8fb5f2ab3d70,intelease-and-box-skills-enhancing-lease-documents-with-ai,"{'id': '0*IjX0yWAT34j4Ni2q.png', 'originalWidth': 800, 'originalHeight': 410, 'isFeatured': True}",InteLease and Box Skills: Enhancing Lease Documents with AI,7e4cb8ebf639,a995c24848a3,2,304,161,1552412875848,1553280965774,0,2019,4,9,3,0,False,83,5,,PostStat
4a532289747a,1-000-skills-and-counting,"{'id': '1*gx5p6Q8VCGt3We93MdGHaQ.png', 'originalWidth': 1000, 'originalHeight': 400, 'isFeatured': True}","1,000 Skills and counting!",7e4cb8ebf639,a995c24848a3,6,410,242,1550686956189,1551811851276,0,2019,3,10,7,0,False,144,1,,PostStat
935936a0628f,new-sidebar-element-the-ga-of-open-with,"{'id': '1*dd2YfUFtbt9z6Lrv6hNF_g.gif', 'isFeatured': True}",New Sidebar Element & the GA of Open With,7d391ec318be,a995c24848a3,0,481,307,1547563500672,1547844447566,0,2019,2,6,0,0,False,103,1,,PostStat
235a0f19c0f3,major-revisions-to-the-box-cli-now-available-in-v2-release,"{'id': '1*ZBf7pUm-k3DgF0JUf2Hgjw.gif', 'originalWidth': 1356, 'originalHeight': 582, 'isFeatured': True}",Major Revisions to the Box CLI Now Available in v2 Release.,7d391ec318be,a995c24848a3,2,338,210,1545326687518,1545422566580,0,2018,2,3,4,0,False,127,0,,PostStat
26116907dee3,box-skills-clarifai-a-simple-image-categorization-use-case,"{'id': '1*qIQr-CsMqKai59EeXHfB2w.png', 'originalWidth': 1079, 'originalHeight': 395}",Box Skills + Clarifai: A Simple Image Categorization Use Case,7d391ec318be,a995c24848a3,2,504,261,1544557122395,1545156061131,0,2018,5,4,13,0,False,199,2,,PostStat
9318d0876029,box-skills-kit-is-ga,"{'id': '1*jks4HJtwtGk7jmO-aJEO_g.png', 'originalWidth': 1200, 'originalHeight': 627}",Box Skills Kit is GA!,7e4cb8ebf639,a995c24848a3,6,777,277,1544136884331,1545152460970,0,2018,6,6,13,0,False,131,0,,PostStat
f96462298ff3,box-python-sdk-v2-released,"{'id': '1*VtBWC4eH-LvmnP80Kzz6OQ.png', 'originalWidth': 2000, 'originalHeight': 342, 'isFeatured': True}",Box Python SDK v2 Released,7d391ec318be,a995c24848a3,4,1047,676,1542396380538,1542665245270,0,2018,2,4,9,0,False,167,1,,PostStat
db53902ad665,six-ai-ml-services-you-can-use-with-the-box-skills-kit,"{'id': '1*0wuKU82uHtN0X_odI6oc0Q.png', 'originalWidth': 5000, 'originalHeight': 2000, 'isFeatured': True}",Six AI/ML services you can use with the Box Skills Kit,7e4cb8ebf639,a995c24848a3,5,913,511,1539050437004,1539352862405,0,2018,5,3,8,0,False,148,0,,PostStat
c1b79944f2d6,box-open-with-ui-element-available-now-in-beta-featuring-g-suite-and-adobe-sign,"{'id': '1*dd2YfUFtbt9z6Lrv6hNF_g.gif', 'originalWidth': 978, 'originalHeight': 390, 'isFeatured': True}","Box Open With UI Element available now in beta, featuring G Suite and Adobe Sign",7d391ec318be,a995c24848a3,4,1036,395,1537473514695,1538154521847,0,2018,5,2,55,0,False,126,0,,PostStat
5be23f623643,codelitt-and-box-transform-unstructured-documents-into-actionable-data,"{'id': '1*n3_68ganaDC6O-FqWp6aWA.png', 'originalWidth': 2000, 'originalHeight': 600, 'isFeatured': True}",Codelitt and Box transform unstructured documents into actionable data,7e4cb8ebf639,a995c24848a3,12,959,563,1536081452627,1536082634526,0,2018,3,2,70,0,False,183,2,,PostStat
901d655ec7bd,the-box-skills-kit-will-be-general-available-in-december-2018,"{'id': '1*hJFrYOd6AVGdshp9QxUS7g.png', 'originalWidth': 2500, 'originalHeight': 1000}",The Box Skills Kit will be Generally Available in December 2018,7e4cb8ebf639,a995c24848a3,5,555,342,1535334914003,1535563261364,0,2018,3,1,9,0,False,178,1,,PostStat
16becafb650a,apply-custom-trained-ai-models-to-box-with-the-box-skills-kit,"{'id': '1*np0yfO9Qg7HQaMOnmjYxlQ.gif', 'originalWidth': 1500, 'originalHeight': 843}",Apply custom-trained AI models to Box with the Box Skills Kit,7e4cb8ebf639,a995c24848a3,1,702,417,1535514678278,1535563261157,0,2018,3,1,1,0,False,141,0,,PostStat
54fbca80b473,dont-miss-out-check-out-lightning-talks-at-boxworks-2018,"{'id': '1*zXBtGC8P-har9TNGpyp3Eg.jpeg', 'originalWidth': 3600, 'originalHeight': 1238}",Don’t miss out! Check out lightning talks at BoxWorks 2018,7e4cb8ebf639,a995c24848a3,5,213,167,1535332048642,1535389444540,0,2018,2,0,10,0,False,33,0,,PostStat
cf7434f915fe,box-cli-v1-4-0-released-with-collaboration-updates,"{'id': '1*2-ovw8BQF1S7f9sje_CNSQ.gif', 'originalWidth': 1600, 'originalHeight': 1143}","Box CLI v1.4.0 Released, with Collaboration Updates.",7d391ec318be,a995c24848a3,0,291,220,1532724119763,1532972230848,0,2018,1,0,0,0,False,60,0,,PostStat
8ae5c4219db0,join-the-free-developer-training-at-boxworks,"{'id': '1*3CCijaKgTZyhBtzYLalVHA.jpeg', 'originalWidth': 1280, 'originalHeight': 720}",Apply to join the free Box Developer Training at BoxWorks 2018,7d391ec318be,a995c24848a3,2,160,97,1530115829473,1531328186879,0,2018,1,0,2,0,False,28,0,,PostStat
35bf00aa8dee,box-hack-midwest,"{'id': '1*EwMIp9JO6S00mkuH8XO3UA.png', 'originalWidth': 1078, 'originalHeight': 503}",Box @ Hack Midwest,7d391ec318be,a995c24848a3,1,37,21,1530112542629,1531328048372,0,2018,2,0,3,0,False,6,0,,PostStat
f6b2fcebce98,box-cli-v1-3-0-released,"{'id': '1*nqZxghQ0smlIFMDDsqnHSQ.gif', 'originalWidth': 1600, 'originalHeight': 1143}",Box CLI v1.3.0 Released,7d391ec318be,a995c24848a3,1,131,94,1529963982428,1530024919984,0,2018,1,1,4,0,False,8,0,,PostStat
45742f59e228,using-serverless-securely-and-at-scale-with-intrinsic,"{'id': '1*pGL3d0VrQr2-t7avoizEWg.png', 'originalWidth': 1400, 'originalHeight': 600, 'isFeatured': True}",Using serverless securely and at scale with Intrinsic,7e4cb8ebf639,a995c24848a3,12,1022,581,1528836100082,1528836934238,0,2018,3,0,30,0,False,72,1,,PostStat
e9b260d6698b,four-ways-developers-can-use-azure-video-indexer-with-box-skills,"{'id': '1*jKV1lFpFOLE5gyBcBZ4C_g.png', 'originalWidth': 1920, 'originalHeight': 751, 'backgroundSize': '', 'filter': '', 'isFeatured': True, 'externalSrc': '', 'focusPercentX': -1, 'focusPercentY': -1, 'alt': '', 'repairedAt': 0}",Four ways developers can use Video Indexer with Box Skills,5fa6c77a6fb2,a995c24848a3,7,1264,678,1526050260122,1526067048274,0,2018,5,0,10,0,False,62,0,,PostStat
eebdc3696048,introducing-metadata-driven-retention-policies,"{'id': '1*pe6nRN9WmXajZ_MHz4tNAw@2x.png', 'originalWidth': 3674, 'originalHeight': 2782}",Introducing Metadata-Driven Retention,7e4cb8ebf639,a995c24848a3,2,1249,678,1523034069249,1523462461472,0,2018,4,0,6,0,False,43,0,,PostStat
9f7c93f7089c,announcing-a-major-update-to-the-box-developer-site,"{'id': '1*7tKKMQuGGFKTR54I5JsP1w.png', 'originalWidth': 1905, 'originalHeight': 1080, 'isFeatured': True}",Announcing a major update to the Box Developer site,7d391ec318be,a995c24848a3,5,465,240,1518812575985,1523380729571,0,2018,3,0,13,0,False,34,0,,PostStat
1416d0cd2dbe,enabling-field-maintenance-workers-with-box-and-zia-consulting,"{'id': '1*qrgQt5awhjzPxwvs470IZA.png', 'originalWidth': 3640, 'originalHeight': 2904, 'isFeatured': True}",Enabling Field Maintenance Workers with Box and Zia Consulting,7e4cb8ebf639,a995c24848a3,7,401,184,1522165898890,1522166290734,0,2018,5,7,8,0,False,47,0,,PostStat
d15adfff0dbc,3-things-you-may-have-missed-in-the-new-box-view,"{'id': '1*8H1h1dJ-88X_473Gn8C9FA.gif', 'originalWidth': 600, 'originalHeight': 375, 'isFeatured': True}",3 things you may have missed in the New Box View,7e4cb8ebf639,a995c24848a3,3,533,359,1517334465678,1518564545010,0,2018,3,14,7,0,False,15,0,,PostStat
137c443cd39e,usdm-life-sciences-and-box-assure-compliance-in-the-cloud-for-regulated-content,"{'id': '1*6YzLKCZj684KcWV3UwNIow.jpeg', 'originalWidth': 2000, 'originalHeight': 600, 'isFeatured': True}",USDM Life Sciences and Box Assure Compliance in the Cloud for Regulated Content,600d0846862c,a995c24848a3,2,477,197,1516215976525,1516294861861,0,2018,3,1,7,0,False,29,3,,PostStat
b26b9f612a41,new-capabilities-for-annotations-and-availability-on-github,"{'id': '1*V293BocubUjYQ_uVaAsGHw.gif', 'originalWidth': 313, 'originalHeight': 557}",New Capabilities for Annotations and Availability on Github,7e4cb8ebf639,a995c24848a3,7,712,454,1511978996044,1512415370720,0,2017,3,17,21,0,False,20,0,,PostStat
2a7af22f8ad,heizenrader-and-box-transform-medtech-collateral-distribution,"{'id': '1*w4zPOYDXgM8gNJl6uPHrWQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Heizenrader and Box Transform Medtech Collateral Distribution,600d0846862c,a995c24848a3,3,219,119,1506228414284,1508180215616,0,2017,3,1,52,0,False,20,2,,PostStat
3024a108839f,crooze-integration-with-box-provides-a-turn-key-solution-for-contract-management,"{'id': '1*9khDpFsGY4hy6iDL0k8SWA.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Crooze Integration with Box Provides a Turn-Key Solution for Contract Management,600d0846862c,a995c24848a3,2,741,419,1505834608567,1508180195892,0,2017,3,4,2,0,False,44,4,,PostStat
23b0f703235a,crooze-for-box-streamlines-digital-asset-management,"{'id': '1*7hOiX8-U6tVfFqYmf444VQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Crooze for Box Streamlines Digital Asset Management,600d0846862c,a995c24848a3,3,1056,564,1506355658115,1507922070868,0,2017,4,5,12,0,False,56,2,,PostStat
fe8f259b70bc,mail2cloud-enables-secure-email-content-management-in-box,"{'id': '1*emvs5yfIBSPib1xTcRGz2A.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Mail2Cloud Enables Secure Email Content Management in Box,600d0846862c,a995c24848a3,3,586,293,1506355273389,1507922061857,0,2017,4,1,7,0,False,19,4,,PostStat
454c567a8315,harmonys-no-code-mobile-apps-securely-access-content-in-box,"{'id': '1*kNN3GmtCyM6z6JrWtKajvg.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Harmony’s No-Code Mobile Apps Securely Access Content in Box,600d0846862c,a995c24848a3,0,371,160,1506354870914,1507922053729,0,2017,4,1,0,0,False,17,2,,PostStat
1cdd19121832,crescendo-and-box-help-mobile-sales-teams-close-more-deals-with-less-effort,"{'id': '1*kKMTYKYjwTpwK7XWGyg54g.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Crescendo and Box Help Mobile Sales Teams Close More Deals with Less Effort,600d0846862c,a995c24848a3,0,220,117,1506228917991,1507922041600,0,2017,3,1,0,0,False,7,2,,PostStat
6ba539343b59,kony-delivers-secure-document-handling-for-mobile-banking-with-box,"{'id': '1*PhX0hG1Bg6tevhTymUg2nQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Kony Delivers Secure Document Handling for Mobile Banking with Box,600d0846862c,a995c24848a3,0,342,207,1506228550686,1507922034415,0,2017,3,3,0,0,False,21,2,,PostStat
ea4b2641a32f,canon-enables-secure-sharing-of-scanned-documents-by-integrating-box-and-mxhero,"{'id': '1*GYYA1FMf4QwRC_YTY5c0_A.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Canon Enables Secure Sharing of Scanned Documents by Integrating Box and mxHero,600d0846862c,a995c24848a3,3,1016,606,1506228817051,1507922026779,0,2017,3,2,9,0,False,16,4,,PostStat
3eeceaa0d96,cognizants-guidewire-connector-for-box-helps-insurers-accelerate-the-claims-process,"{'id': '1*MJEqEDJ0eXw8YDB46yGV-g.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Cognizant’s Guidewire Connector for Box Helps Insurers Accelerate the Claims Process,600d0846862c,a995c24848a3,1,1573,843,1505834472651,1507922019739,0,2017,3,1,1,0,False,58,2,,PostStat
39dfe2b03f31,kony-and-box-enable-employees-to-safely-access-and-share-confidential-content,"{'id': '1*MjDwUvvxIKAO9X4SoL_CCA.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Kony and Box Enable Employees to Safely Access and Share Confidential Content,600d0846862c,a995c24848a3,0,215,125,1505756754355,1507921990458,0,2017,3,0,0,0,False,17,2,,PostStat
4a25278523,fast-secure-home-loan-processing-with-lendinglink-and-box,"{'id': '1*WUGEqT16qS_i3r9LN57sZw.jpeg', 'originalWidth': 2000, 'originalHeight': 600}","Fast, Secure Home Loan Processing with LendingLink and Box",600d0846862c,a995c24848a3,0,275,166,1505756275891,1507921982662,0,2017,3,2,0,0,False,27,2,,PostStat
5ab5912792ed,jcs-consulting-group-integrates-box-with-servicenow-for-seamless-document-sharing,"{'id': '1*Se8JRrUikDjeJ2rv-2yk9w.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Paladin Integrates Box with ServiceNow for Seamless Document Sharing,600d0846862c,a995c24848a3,3,584,298,1505756857108,1507921973698,0,2017,3,0,4,0,False,31,2,,PostStat
7f205659c8a5,making-the-jump-from-on-premise-ecm-to-content-services-in-the-cloud,"{'id': '1*raaT7b91NjS4vCa2wN60wg.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Making the Jump from On-Premise ECM to Content Services in the Cloud,600d0846862c,a995c24848a3,0,545,324,1505756961396,1507921965110,0,2017,3,0,0,0,False,13,2,,PostStat
16387e4e80fc,managing-regulated-life-sciences-content-with-medidata-and-box,"{'id': '1*HoqbxoB80pXxQshqBCRuVw.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Managing Regulated Life Sciences Content with Medidata and Box,600d0846862c,a995c24848a3,2,488,269,1505756596782,1507921955853,0,2017,3,0,2,0,False,21,2,,PostStat
35253e37f435,hits-and-box-empower-hospitals-to-go-paperless,"{'id': '1*zewWY_aRLX38tYoHDJt8wg.jpeg', 'originalWidth': 2000, 'originalHeight': 600, 'isFeatured': True}",HITS and Box Empower Hospitals to Go Paperless,600d0846862c,a995c24848a3,0,464,208,1505757080715,1507921947542,0,2017,4,0,0,0,False,4,2,,PostStat
9957ce121e0,adjacent-technology-and-box-help-government-agencies-facilitate-requests-for-open-data-and-records,"{'id': '1*f5MGwf7kbhOcHjH-2QJQeA.jpeg', 'originalWidth': 2000, 'originalHeight': 600, 'isFeatured': True}",Adjacent Technology and Box Help Government Agencies Facilitate Requests for Open Data and Records,600d0846862c,a995c24848a3,1,408,213,1506355768971,1507921908220,0,2017,3,0,1,0,False,5,2,,PostStat
f8c573924c99,discover-the-right-solution-for-your-business-with-box-platform-solutions-gallery,"{'id': '1*s2NgQnfsxudojFzE4CaZWQ.jpeg', 'originalWidth': 1012, 'originalHeight': 506, 'isFeatured': True}",Discover the Right Solution for Your Business with Box Platform Solutions Gallery,600d0846862c,a995c24848a3,0,53,32,1507131486880,1507921871596,0,2017,2,2,0,0,False,0,0,,PostStat
f9b6da57fc78,a-recap-of-boxworks-2017-for-developers,"{'id': '1*4qmUXdEfSypqKNQaKzmsag.jpeg', 'originalWidth': 1200, 'originalHeight': 675, 'isFeatured': True}",A Recap of BoxWorks 2017 for Developers,7e4cb8ebf639,a995c24848a3,6,1435,701,1507682551795,1507827044171,0,2017,4,0,11,0,False,12,0,,PostStat
665877706be0,introducing-the-open-with-ui-element,"{'id': '1*PESDKNqVTzcqtiedS8mdAw.png', 'originalWidth': 1440, 'originalHeight': 720}",Introducing the Open With UI Element,7e4cb8ebf639,a995c24848a3,6,1355,840,1507682227031,1507825861051,0,2017,3,0,18,0,False,29,1,,PostStat
e32d1cfa8ccc,introducing-the-box-cli-an-open-source-command-line-interface-from-box,"{'id': '1*Y6izSJt8DYo9pPbk0apfcg.gif', 'originalWidth': 1908, 'originalHeight': 1364}",Introducing the Box CLI: An Open Source Command Line Interface from Box,7e4cb8ebf639,a995c24848a3,14,9808,6746,1507681886470,1507825861001,0,2017,2,0,43,0,False,173,0,,PostStat
dc7264d29506,fieldwire-and-box-enable-easy-collaboration-on-construction-management-documentation,"{'id': '1*jRDOx0uY8oAAPLUggIaMnA.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Fieldwire and Box Enable Easy Collaboration on Construction Management Documentation,600d0846862c,a995c24848a3,1,645,386,1505834777901,1507824696726,0,2017,3,0,1,0,False,23,2,,PostStat
59d0d059c160,knowledgelake-capture-enables-seamless-document-scanning-processing-and-transfer-to-box,"{'id': '1*Cr-UkPUKtFkM-Khc6No7wQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}","KnowledgeLake Capture Enables Seamless Document Scanning, Processing, and Transfer to Box",600d0846862c,a995c24848a3,0,302,177,1506653412064,1507824668126,0,2017,3,0,0,0,False,5,2,,PostStat
8fbf33a0e5ca,ewave-connects-box-with-sap-for-automated-efficient-content-workflows,"{'id': '1*8gkFK2sWmJd9m2EV2ZID2w.jpeg', 'originalWidth': 2000, 'originalHeight': 600}","eWave Connects Box with SAP for Automated, Efficient Content Workflows",600d0846862c,a995c24848a3,4,668,311,1506709164614,1507824659792,0,2017,4,0,11,0,False,17,2,,PostStat
1ff2ed710c1f,ibm-expert-seller-powered-by-box-delivers-curated-content-to-mobile-sales-teams,"{'id': '1*H1bwD4a_M4xZP6eXzECrEQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}","IBM Expert Seller, Powered by Box, Delivers Curated Content to Mobile Sales Teams",600d0846862c,a995c24848a3,0,392,223,1506716576415,1507824633962,0,2017,3,0,0,0,False,5,2,,PostStat
a1a5714a1621,nintex-and-box-automates-sales-content-lifecycle-management-and-workflows,"{'id': '1*YTBLc3DHDjOvxMcfCybFjQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Nintex and Box Automates Sales Content Lifecycle Management and Workflows,600d0846862c,a995c24848a3,1,298,139,1506725276133,1507824625753,0,2017,4,0,1,0,False,9,2,,PostStat
cb098ba11da,k2-and-box-power-process-automation-for-financial-services,"{'id': '1*fhhzLukzyipdllZUZu01pA.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",K2 and Box Power Process Automation for Financial Services,600d0846862c,a995c24848a3,0,309,172,1506831284333,1507824508299,0,2017,3,1,0,0,False,12,3,,PostStat
d85ff6630b52,usdm-accelerates-clinical-study-site-assessments-with-box-and-salesforce,"{'id': '1*PUKjsG25I3St3WtYw7Xq7g.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",USDM Life Sciences Accelerates Clinical Study Site Assessments with Box and Salesforce,600d0846862c,a995c24848a3,0,251,135,1506831529093,1507824501205,0,2017,4,0,0,0,False,3,3,,PostStat
2ac44350e51e,8-path-solutions-and-box-make-high-volume-image-processing-fast-and-easy,"{'id': '1*qGELBZxg7HJaRV4vl-3_Zg.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",8 Path Solutions and Box Make High-Volume Image Processing Fast and Easy,600d0846862c,a995c24848a3,1,863,424,1506891318112,1507824493243,0,2017,3,2,2,0,False,14,2,,PostStat
da9c68804f24,tech-mahindra-and-box-enhance-collaboration-in-product-lifecycle-management,"{'id': '1*0bjx01t3WtbmsCB19tiC9g.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Tech Mahindra and Box Enhance Collaboration in Product Lifecycle Management,600d0846862c,a995c24848a3,0,339,168,1506899854419,1507824483155,0,2017,4,0,0,0,False,3,3,,PostStat
2e9bea8401c1,tech-mahindra-and-box-streamline-the-mortgage-application-workflow,"{'id': '1*OdrpbSibP03tIRfrqtNj5g.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",Tech Mahindra and Box Streamline the Mortgage Application Workflow,600d0846862c,a995c24848a3,0,367,229,1506899977280,1507824396677,0,2017,4,1,0,0,False,10,2,,PostStat
a39322040f72,revunit-and-box-advance-the-employee-training-experience,"{'id': '1*pVM1EvTC1G6NJf0gWY7pdg.jpeg', 'originalWidth': 2000, 'originalHeight': 600}",RevUnit and Box Advance the Employee Training Experience,600d0846862c,a995c24848a3,3,426,253,1506831461065,1507824390311,0,2017,4,0,3,0,False,10,3,,PostStat
e75d1dbd207b,cosi-insight-legaldocs-and-box-make-it-easier-to-tag-store-and-retain-critical-legal-documents,"{'id': '1*J7_pjXaNebpoC8UgdAh7uQ.jpeg', 'originalWidth': 2000, 'originalHeight': 600}","COSI Insight LegalDocs and Box Make it Easier to Tag, Store, and Retain Critical Legal Documents",600d0846862c,a995c24848a3,1,372,202,1506984121754,1507824349207,0,2017,4,0,1,0,False,9,2,,PostStat
22646255fcc7,cosi-insight-idocs-and-box-help-turn-pitches-into-deals-by-streamlining-client-facing-content,"{'id': '1*XSJ95kLHocJFNbT69Tg_gA.jpeg', 'originalWidth': 2000, 'originalHeight': 600, 'isFeatured': True}",COSI Insight iDocs and Box Help Turn Pitches into Deals by Streamlining Client-Facing Content,600d0846862c,a995c24848a3,0,231,115,1506989858301,1507824015717,0,2017,4,0,0,0,False,8,2,,PostStat
99924be4067,introducing-the-box-skills-kit,"{'id': '1*NGgOvXul0vwFwqTk2SXpSg.jpeg', 'originalWidth': 1200, 'originalHeight': 627, 'isFeatured': True}",Introducing the Box Skills Kit,7e4cb8ebf639,a995c24848a3,25,6534,3061,1507682681702,1507739411057,0,2017,5,4,120,0,False,129,1,,PostStat
81e9661fb363,reimagine-the-the-mortgage-workflow-process-with-y-media-labs-and-box-platform,"{'id': '1*xWX17pxBJiU3X1QaYa_WHg.png', 'originalWidth': 2500, 'originalHeight': 750, 'isFeatured': True}",Reimagine the the mortgage workflow process with Y Media Labs and Box Platform,7e4cb8ebf639,a995c24848a3,4,558,318,1504033454972,1504623661433,0,2017,3,0,8,0,False,17,0,,PostStat
5a3e0ddb2598,how-jar-helps-creative-teams-make-clients-happier-with-box-platform,"{'id': '1*IzOWndrolDZNs1mmsfJ1VA.png', 'originalWidth': 2500, 'originalHeight': 750}",How Jar helps creative teams make clients happier with Box Platform,7e4cb8ebf639,a995c24848a3,0,310,181,1503808679379,1504191661112,0,2017,3,0,0,0,False,6,0,,PostStat
ee93ca881889,how-dealpath-streamlines-deal-management-for-cre-investment-teams-with-box-platform,"{'id': '1*pNyadgpkOPC3y8QqzSmUMQ.png', 'originalWidth': 1400, 'originalHeight': 793, 'isFeatured': True}",How Dealpath streamlines deal management for CRE investment teams with Box Platform,7e4cb8ebf639,a995c24848a3,13,1650,1025,1503362377459,1503586860932,0,2017,3,0,410,0,False,33,0,,PostStat
5d97813c7c51,fetching-watermarked-pdfs-from-box-using-the-representations-api-python-and-flask,"{'id': '1*r3rrfjOqfVe5sFP6F5gAKg.png', 'originalWidth': 1083, 'originalHeight': 324}","Fetching watermarked PDFs from Box using Representations, Python, and Flask",7d391ec318be,a995c24848a3,7,1495,735,1501877432605,1503418914750,0,2017,4,0,7,0,False,147,0,,PostStat
c05dc9c7e473,introducing-representations-transform-your-documents-and-images-to-fit-your-needs,"{'id': '1*2BdF2-QY98jy8NbaLS09xQ.png', 'originalWidth': 2040, 'originalHeight': 1020}",Introducing Representations: Transform your documents and images to fit your needs,7e4cb8ebf639,a995c24848a3,10,1030,751,1503354741207,1503414061219,0,2017,3,0,11,0,False,49,1,,PostStat
